"","GSM711910"
"7929078",2.80068
"7929114",3.59135
"7929116",5.10028
"7929130",2.20957
"7929132",7.19603
"7929145",5.09818
"7929168",7.03775
"7929201",7.69337
"7929243",4.78863
"7929247",7.01258
"7929256",5.65625
"7929258",2.55932
"7929282",6.28293
"7929288",6.09745
"7929315",3.97315
"7929322",3.3594
"7929332",2.775
"7929334",3.09585
"7929344",3.40514
"7929350",2.69547
"7929373",2.8484
"7929383",3.79314
"7929388",5.95193
"7929424",5.70422
"7929438",3.2199
"7929466",3.01851
"7929478",2.93847
"7929487",3.07592
"7929497",2.93163
"7929511",6.13427
"7929525",2.03362
"7929533",2.32297
"7929536",3.40804
"7929541",3.72827
"7929550",5.49447
"7929562",4.07664
"7929574",2.77219
"7929589",3.51093
"7929591",1.96664
"7929593",6.10344
"7929596",6.08176
"7929609",4.50099
"7929612",2.52322
"7929614",1.759
"7929616",4.00548
"7929624",6.4822
"7929634",5.30303
"7929649",5.39775
"7929653",3.65871
"7929664",3.86032
"7929674",2.47838
"7929677",6.31528
"7929689",6.35706
"7929692",4.37006
"7929711",4.31369
"7929719",5.4588
"7929732",3.35969
"7929744",5.36843
"7929750",5.46843
"7929768",6.78333
"7929779",3.12625
"7929812",1.48622
"7929814",2.29208
"7929816",6.97415
"7929822",2.44055
"7929831",5.43054
"7929840",3.7885
"7929858",4.68967
"7929882",4.01257
"7929901",4.11494
"7929911",5.5713
"7929919",5.60307
"7929932",3.69755
"7929945",3.61168
"7929947",2.86135
"7929952",1.59886
"7929954",1.28775
"7929956",1.68507
"7929958",5.02772
"7929976",5.16045
"7929986",1.80436
"7929988",3.88264
"7929990",5.98921
"7930008",6.79
"7930025",3.29082
"7930031",6.36668
"7930074",5.63596
"7930099",3.0924
"7930106",3.95818
"7930120",3.6481
"7930137",2.87942
"7930139",6.81492
"7930148",3.82064
"7930162",6.7002
"7930168",4.3068
"7930170",4.67718
"7930179",1.65801
"7930181",5.32497
"7930194",4.54296
"7930205",2.99378
"7930208",2.65358
"7930213",4.71512
"7930226",5.03024
"7930264",4.47825
"7930274",2.06194
"7930276",7.50847
"7930299",3.02009
"7930304",4.70381
"7930311",3.7475
"7930320",2.77149
"7930341",3.32092
"7930376",4.56684
"7930378",2.51533
"7930380",6.51405
"7930398",5.50478
"7930413",5.67938
"7930422",6.41141
"7930450",4.27329
"7930452",1.54151
"7930454",7.68712
"7930470",7.27043
"7930482",5.92696
"7930487",2.62422
"7930498",6.43191
"7930524",5.10088
"7930533",2.86209
"7930537",6.19593
"7930559",5.66364
"7930561",3.51392
"7930577",5.20592
"7930593",2.95225
"7930612",2.28491
"7930614",6.4433
"7930627",4.49362
"7930629",1.57039
"7930631",2.83278
"7930663",3.67222
"7930680",2.02003
"7930682",6.19575
"7930703",4.77762
"7930714",2.85648
"7930750",1.91109
"7930760",2.29967
"7930775",1.72084
"7930777",6.96435
"7930790",3.57888
"7930804",3.71819
"7930818",3.1861
"7930833",3.46461
"7930837",4.37183
"7930857",2.38111
"7930861",2.9329
"7930870",6.30608
"7930872",5.03151
"7930880",2.55473
"7930882",6.04542
"7930894",6.75239
"7930915",4.54608
"7930917",3.85202
"7930919",3.16688
"7930921",6.68673
"7930927",4.69362
"7930954",3.2345
"7930956",7.14765
"7930980",4.3122
"7930994",3.54095
"7930996",5.90061
"7931027",2.41911
"7931029",1.58395
"7931031",5.52531
"7931062",3.37349
"7931079",2.28788
"7931081",6.174
"7931097",8.47692
"7931108",3.64754
"7931140",3.50896
"7931152",2.78408
"7931155",3.2399
"7931159",3.05448
"7931168",5.27408
"7931181",4.40071
"7931184",3.65478
"7931187",6.21015
"7931199",2.95943
"7931204",4.83214
"7931214",2.20817
"7931216",4.86589
"7931226",8.12817
"7931239",5.69822
"7931268",5.54986
"7931281",4.10765
"7931293",6.93884
"7931346",2.34102
"7931348",3.81624
"7931353",5.78899
"7931379",5.09996
"7931387",3.3305
"7931389",1.84625
"7931393",6.67119
"7931403",1.95346
"7931405",5.83328
"7931417",3.51976
"7931439",4.30701
"7931455",4.34239
"7931469",4.49306
"7931473",2.60865
"7931479",6.41971
"7931500",3.7063
"7931519",3.49266
"7931553",4.94742
"7931556",3.94998
"7931561",4.65467
"7931571",4.90125
"7931582",5.41033
"7931607",5.02523
"7931623",3.94433
"7931643",4.5987
"7931656",5.00115
"7931659",5.00115
"7931662",5.00115
"7931665",5.00268
"7931668",5.00115
"7931671",5.00115
"7931674",3.17557
"7931681",3.07858
"7931683",5.69488
"7931726",4.82789
"7931728",6.79138
"7931748",2.22909
"7931754",5.4846
"7931764",4.09223
"7931778",6.83884
"7931810",8.03031
"7931822",2.70126
"7931824",4.7271
"7931830",1.98675
"7931832",6.71433
"7931838",1.71912
"7931840",2.76544
"7931850",2.23795
"7931852",3.42952
"7931859",4.05332
"7931863",4.74759
"7931873",8.24928
"7931888",4.18998
"7931899",5.19806
"7931914",3.71664
"7931926",3.00789
"7931928",1.45161
"7931930",3.94494
"7931951",5.7755
"7931975",1.66392
"7931977",6.79504
"7932000",5.17566
"7932014",3.03955
"7932017",1.66515
"7932019",3.08271
"7932023",5.06201
"7932041",5.24556
"7932067",1.5298
"7932069",4.08249
"7932082",6.36698
"7932086",4.36339
"7932088",3.59253
"7932094",5.1947
"7932109",6.40111
"7932118",4.07607
"7932130",2.11002
"7932132",5.42493
"7932160",6.63231
"7932177",3.63967
"7932186",3.39496
"7932209",4.68703
"7932211",1.53366
"7932214",3.44257
"7932221",3.06423
"7932227",6.29425
"7932243",5.20118
"7932254",6.98697
"7932285",6.15225
"7932304",1.29875
"7932306",1.8058
"7932308",3.39866
"7932311",6.55055
"7932326",4.14962
"7932390",3.83777
"7932407",3.28203
"7932418",1.82776
"7932420",4.84303
"7932433",5.32
"7932445",2.49835
"7932447",1.66444
"7932449",1.50869
"7932451",1.84118
"7932453",3.20584
"7932492",2.65476
"7932495",3.02635
"7932498",3.20595
"7932508",1.75292
"7932510",3.10561
"7932512",5.80579
"7932528",2.12882
"7932530",6.70972
"7932542",2.30988
"7932548",1.76795
"7932550",2.7774
"7932552",2.38829
"7932554",6.57697
"7932584",4.70929
"7932598",1.97409
"7932608",2.27706
"7932610",1.73234
"7932612",2.56924
"7932614",1.5599
"7932616",6.82989
"7932635",4.61285
"7932637",4.03788
"7932676",2.05445
"7932678",8.00109
"7932703",5.63641
"7932721",3.17077
"7932725",1.54471
"7932727",2.56933
"7932733",4.62945
"7932742",1.89284
"7932744",3.11698
"7932765",5.65436
"7932786",2.64141
"7932788",2.94409
"7932790",2.00827
"7932792",2.35078
"7932794",4.71071
"7932796",7.33007
"7932826",5.5088
"7932832",1.84365
"7932834",4.55342
"7932860",4.96667
"7932862",5.55472
"7932864",2.29182
"7932867",4.17039
"7932881",4.3325
"7932883",2.52551
"7932885",6.28222
"7932909",2.57537
"7932911",8.75425
"7932938",5.64267
"7932960",1.22543
"7932962",2.3176
"7932964",6.44713
"7932966",9.27213
"7932983",2.64854
"7932985",7.65751
"7933008",5.65503
"7933010",6.011
"7933043",3.56757
"7933045",1.94626
"7933047",5.91698
"7933071",1.99801
"7933073",4.04886
"7933075",5.67583
"7933078",1.46759
"7933080",3.75486
"7933082",1.52973
"7933084",11.2776
"7933086",1.64808
"7933088",1.84496
"7933090",1.38704
"7933092",3.87615
"7933105",5.6862
"7933113",2.42476
"7933115",5.39638
"7933121",2.02747
"7933129",5.19273
"7933139",4.589
"7933145",1.89866
"7933147",3.0986
"7933149",4.20349
"7933164",7.32624
"7933176",2.87309
"7933178",6.04877
"7933180",4.28244
"7933186",4.40657
"7933190",2.71537
"7933192",6.10637
"7933194",8.13449
"7933204",6.33994
"7933209",3.64153
"7933217",1.40644
"7933219",2.94105
"7933228",5.0685
"7933237",4.33656
"7933252",6.47799
"7933261",2.41286
"7933263",3.06812
"7933279",3.59241
"7933290",6.65878
"7933296",1.84
"7933298",4.92145
"7933310",4.04827
"7933312",3.59034
"7933327",4.66308
"7933331",6.68295
"7933341",3.05564
"7933359",3.17673
"7933366",3.44685
"7933372",4.03305
"7933379",3.12946
"7933394",3.59241
"7933405",6.29077
"7933413",5.6115
"7933421",1.84
"7933423",4.66308
"7933427",6.02993
"7933437",3.27766
"7933442",2.87925
"7933446",2.89791
"7933469",3.92396
"7933484",3.00611
"7933488",6.47073
"7933498",4.29933
"7933501",3.70478
"7933509",5.01928
"7933535",2.49146
"7933537",3.70996
"7933561",4.9467
"7933572",2.41286
"7933574",6.23274
"7933582",7.43259
"7933593",5.30673
"7933595",1.43812
"7933597",2.94801
"7933619",5.88705
"7933632",3.85231
"7933634",5.43817
"7933638",2.6373
"7933640",2.84618
"7933659",4.45916
"7933665",3.35592
"7933672",2.22388
"7933707",3.75327
"7933723",5.73059
"7933731",2.52056
"7933733",5.71178
"7933750",3.27547
"7933758",2.28237
"7933760",5.93979
"7933772",4.77482
"7933821",5.06995
"7933840",2.0585
"7933842",3.25689
"7933855",2.82566
"7933872",6.88131
"7933877",8.89286
"7933904",4.08522
"7933929",1.78094
"7933931",6.02994
"7933933",3.94353
"7933945",6.46707
"7933947",7.30494
"7933976",7.06438
"7933978",3.15343
"7933982",3.93017
"7933999",5.04568
"7934026",3.29532
"7934050",5.29791
"7934066",2.03756
"7934068",1.57929
"7934070",1.93889
"7934072",1.69081
"7934074",2.92449
"7934083",4.34015
"7934091",1.42139
"7934093",1.37824
"7934095",1.45778
"7934097",2.10615
"7934099",1.38227
"7934101",4.50039
"7934114",3.73197
"7934122",8.38981
"7934133",6.6636
"7934141",3.5155
"7934145",3.69167
"7934154",4.52721
"7934156",2.98696
"7934161",4.47792
"7934166",2.85051
"7934178",5.33043
"7934185",6.08591
"7934196",8.77628
"7934215",4.62653
"7934228",4.80956
"7934244",4.96771
"7934255",5.3543
"7934269",2.93122
"7934271",3.76664
"7934278",6.5484
"7934295",1.36447
"7934297",4.80332
"7934299",5.80812
"7934301",6.50981
"7934318",1.67726
"7934320",4.88456
"7934326",5.35456
"7934334",3.52344
"7934365",1.8796
"7934367",6.37416
"7934384",3.89559
"7934393",7.1877
"7934411",5.11609
"7934432",2.65457
"7934434",3.5761
"7934442",3.41808
"7934451",6.42402
"7934459",5.74624
"7934477",6.76386
"7934505",3.02127
"7934513",6.26646
"7934527",3.77825
"7934531",2.1554
"7934533",4.00132
"7934544",5.77447
"7934553",4.75986
"7934566",4.42385
"7934568",1.40056
"7934570",6.39895
"7934613",1.61685
"7934615",5.16214
"7934651",4.24694
"7934653",4.73588
"7934690",6.78082
"7934698",4.03177
"7934706",6.50597
"7934708",3.88422
"7934717",6.50597
"7934719",4.15939
"7934729",5.50558
"7934731",5.93276
"7934733",7.16875
"7934753",7.37685
"7934755",3.38382
"7934767",2.61357
"7934777",1.58852
"7934779",2.68459
"7934783",3.59635
"7934789",4.11962
"7934810",3.74495
"7934812",6.78466
"7934838",2.36433
"7934840",2.0914
"7934842",5.32715
"7934850",3.75698
"7934852",8.68507
"7934868",1.84
"7934870",5.80542
"7934883",3.18417
"7934885",4.50588
"7934896",3.65237
"7934898",3.92802
"7934906",11.4069
"7934916",6.89121
"7934920",6.11682
"7934936",3.17378
"7934945",3.58122
"7934959",3.59238
"7934961",2.21272
"7934966",4.06149
"7934968",1.9814
"7934970",3.1659
"7934977",1.37386
"7934979",3.32421
"7934991",1.50607
"7934993",3.07702
"7934997",6.2223
"7935002",7.2088
"7935006",3.73095
"7935011",5.00569
"7935025",1.98042
"7935027",5.55969
"7935054",3.15771
"7935056",1.52882
"7935058",8.03273
"7935114",2.32429
"7935116",5.88035
"7935123",5.26879
"7935139",3.37272
"7935142",2.40474
"7935144",1.34991
"7935146",4.90167
"7935169",2.25775
"7935180",8.12732
"7935188",7.61567
"7935228",6.6742
"7935230",5.78646
"7935251",6.26842
"7935270",4.00925
"7935288",2.83694
"7935296",2.97849
"7935320",8.70757
"7935337",5.48818
"7935359",1.71562
"7935361",3.38155
"7935401",2.44556
"7935403",4.61417
"7935421",5.32236
"7935425",6.1053
"7935462",4.89047
"7935474",5.28765
"7935510",3.70767
"7935521",4.7386
"7935528",4.95866
"7935535",3.79257
"7935553",3.76701
"7935572",4.05753
"7935588",4.52953
"7935613",3.24526
"7935627",5.36532
"7935639",6.57052
"7935647",5.09278
"7935660",6.06331
"7935679",2.68118
"7935690",1.41322
"7935692",5.92216
"7935707",6.43915
"7935730",5.73729
"7935746",5.94583
"7935756",3.07252
"7935776",2.07358
"7935778",1.56933
"7935780",4.09103
"7935810",7.19623
"7935819",4.81264
"7935834",4.12937
"7935855",4.02644
"7935859",2.19487
"7935861",2.5607
"7935863",2.6518
"7935865",3.67447
"7935882",6.29782
"7935892",4.32071
"7935903",4.04798
"7935910",7.89447
"7935930",4.93226
"7935951",5.74394
"7935968",6.16061
"7935983",3.96377
"7935990",3.81054
"7936011",5.10999
"7936023",4.04123
"7936028",6.37042
"7936041",5.95654
"7936050",3.24944
"7936062",4.76045
"7936064",6.89038
"7936083",4.46019
"7936089",3.08146
"7936091",6.40607
"7936096",3.8739
"7936100",6.39432
"7936108",3.35553
"7936111",3.25771
"7936115",5.0632
"7936134",4.82532
"7936144",4.13284
"7936201",2.46059
"7936242",4.41819
"7936249",3.54071
"7936280",2.28676
"7936282",1.5424
"7936284",6.09716
"7936307",6.80333
"7936318",1.56219
"7936320",3.94548
"7936322",5.86991
"7936346",6.08507
"7936360",3.08537
"7936406",4.04609
"7936408",3.90345
"7936419",4.99283
"7936439",4.35699
"7936461",2.22506
"7936463",7.08578
"7936492",3.79058
"7936494",5.64327
"7936507",3.88955
"7936516",5.95731
"7936529",4.60367
"7936552",3.46161
"7936559",6.87234
"7936567",6.5298
"7936576",2.27413
"7936578",6.22452
"7936590",2.96574
"7936596",6.24535
"7936612",1.31581
"7936614",8.90273
"7936637",2.71973
"7936639",6.03095
"7936641",5.25701
"7936661",6.92517
"7936673",5.77149
"7936683",6.49064
"7936706",7.11699
"7936727",9.04266
"7936734",3.4028
"7936762",5.9724
"7936777",5.36653
"7936793",2.78662
"7936798",3.74295
"7936809",4.08392
"7936817",4.61205
"7936826",5.74897
"7936833",4.25798
"7936835",6.17626
"7936856",6.6586
"7936871",8.11803
"7936882",4.30961
"7936884",4.20606
"7936891",5.57959
"7936902",1.65692
"7936904",5.87944
"7936916",2.93848
"7936918",2.41649
"7936923",4.12398
"7936925",2.99478
"7936928",2.7644
"7936937",6.6353
"7936949",5.08004
"7936966",2.31349
"7936968",4.92186
"7936994",2.02265
"7936996",2.13172
"7937007",3.23535
"7937014",4.66253
"7937016",3.16653
"7937020",3.32044
"7937037",2.52361
"7937039",6.08493
"7937059",4.38539
"7937073",3.59169
"7937079",6.17665
"7937089",4.44977
"7937104",2.99915
"7937106",3.86926
"7937112",3.48705
"7937135",2.78491
"7937148",1.968
"7937150",4.43488
"7937175",5.16006
"7937198",4.15855
"7937200",4.99234
"7937208",4.34758
"7937217",6.70911
"7937228",3.74067
"7937230",3.22784
"7937247",4.46852
"7937251",3.25091
"7937257",4.12775
"7937263",3.26312
"7937275",5.37113
"7937287",6.19724
"7937305",4.44345
"7937314",5.14706
"7937330",7.56086
"7937335",7.34803
"7937341",3.57523
"7937363",3.98386
"7937378",4.91174
"7937391",4.03636
"7937404",3.38209
"7937407",5.11369
"7937415",5.16467
"7937433",4.51996
"7937438",5.77209
"7937443",4.69833
"7937465",7.10827
"7937474",4.38926
"7937476",7.79238
"7937483",5.80813
"7937485",6.6869
"7937498",4.76751
"7937508",7.49159
"7937518",6.19857
"7937533",6.18308
"7937560",3.67638
"7937612",4.45983
"7937667",3.7567
"7937696",4.33571
"7937698",5.9723
"7937700",4.41976
"7937707",3.36834
"7937709",4.2764
"7937711",3.12585
"7937713",4.2721
"7937728",4.5181
"7937735",5.7176
"7937749",5.51168
"7937763",4.82573
"7937772",6.8942
"7937774",4.02517
"7937782",4.31736
"7937798",2.77835
"7937800",2.39228
"7937802",9.35488
"7937813",4.61306
"7937823",4.32655
"7937847",4.63432
"7937852",4.39221
"7937866",3.10891
"7937868",2.87487
"7937876",5.30893
"7937878",3.52895
"7937882",4.94486
"7937890",2.39003
"7937892",4.29936
"7937900",5.50409
"7937913",4.96655
"7937915",6.59074
"7937934",2.77412
"7937936",2.49786
"7937938",2.01565
"7937940",2.84501
"7937942",2.67865
"7937944",3.17336
"7937946",2.18184
"7937948",2.51966
"7937950",2.18648
"7937952",2.94503
"7937957",2.61461
"7937959",1.80327
"7937961",2.72257
"7937971",2.29793
"7937973",2.60931
"7937975",1.92842
"7937977",2.49364
"7937979",1.78656
"7937982",2.0816
"7937984",2.15798
"7937986",2.02737
"7937988",2.36758
"7937990",3.92397
"7937993",3.92397
"7937996",2.6991
"7938000",1.96532
"7938002",2.33793
"7938004",2.4498
"7938006",2.08625
"7938008",2.82174
"7938010",2.75563
"7938012",3.5609
"7938035",5.69671
"7938047",3.21268
"7938049",2.50778
"7938053",4.29077
"7938055",2.65502
"7938057",4.70977
"7938059",4.46208
"7938061",2.46332
"7938063",2.02962
"7938066",3.36255
"7938070",1.92998
"7938072",2.42312
"7938074",2.71835
"7938076",3.18708
"7938078",3.24565
"7938082",2.58501
"7938090",4.70928
"7938100",5.18083
"7938111",6.18913
"7938118",4.25288
"7938128",4.42764
"7938133",3.82507
"7938139",3.90451
"7938154",7.33877
"7938170",2.91214
"7938172",2.32273
"7938176",1.75842
"7938179",2.94466
"7938181",2.29106
"7938183",3.47057
"7938195",1.94827
"7938208",3.30135
"7938213",3.04277
"7938225",5.80719
"7938231",4.78934
"7938258",2.75768
"7938261",2.24087
"7938263",6.35556
"7938269",4.41102
"7938286",8.03092
"7938291",6.26094
"7938293",5.18631
"7938295",5.22427
"7938299",2.37872
"7938301",4.73579
"7938309",2.91362
"7938313",7.85783
"7938329",7.97899
"7938331",5.25216
"7938348",6.38727
"7938364",6.05187
"7938366",7.04745
"7938368",6.12458
"7938370",7.91216
"7938388",5.22749
"7938390",7.01084
"7938396",3.93286
"7938416",3.9702
"7938420",2.12995
"7938422",7.32136
"7938448",6.98188
"7938481",3.09749
"7938485",5.8811
"7938519",3.62485
"7938528",7.50217
"7938544",6.69067
"7938559",3.341
"7938561",2.71011
"7938563",4.24884
"7938588",1.71908
"7938590",1.5993
"7938592",6.82023
"7938608",7.29619
"7938625",3.56751
"7938629",5.19749
"7938646",2.71849
"7938652",3.07515
"7938667",1.66057
"7938669",8.01793
"7938681",3.20673
"7938683",5.9141
"7938685",6.64704
"7938687",6.52191
"7938702",4.15867
"7938707",3.00718
"7938730",3.80311
"7938738",4.29857
"7938741",2.59222
"7938746",2.43523
"7938748",4.17551
"7938750",4.29068
"7938756",6.14591
"7938758",6.56495
"7938762",6.17023
"7938777",10.1224
"7938788",2.91014
"7938800",2.64539
"7938812",4.42335
"7938816",5.19527
"7938834",5.32322
"7938878",3.70006
"7938880",5.66347
"7938890",4.29642
"7938907",3.20197
"7938925",3.03925
"7938951",3.15413
"7938975",2.77684
"7938989",2.68741
"7939003",1.81928
"7939005",2.70442
"7939007",2.78894
"7939024",3.87952
"7939052",4.48137
"7939056",2.20334
"7939068",7.28626
"7939070",1.45971
"7939072",4.6764
"7939080",3.13963
"7939087",6.2815
"7939093",4.10872
"7939102",4.51004
"7939116",2.72274
"7939118",2.15171
"7939120",7.20569
"7939131",3.47448
"7939137",8.27593
"7939150",3.7968
"7939158",5.38346
"7939173",3.44596
"7939184",5.35295
"7939197",9.32114
"7939215",3.44622
"7939237",2.6857
"7939240",2.40574
"7939242",8.15548
"7939265",5.25056
"7939296",1.69576
"7939298",7.54978
"7939314",3.55584
"7939329",6.4318
"7939341",7.24218
"7939365",3.71303
"7939368",6.52173
"7939374",5.48577
"7939376",5.51127
"7939383",4.70308
"7939398",2.27877
"7939411",3.07967
"7939418",1.87653
"7939420",1.14905
"7939422",1.6662
"7939424",6.38732
"7939432",1.97765
"7939434",6.50136
"7939463",2.24983
"7939465",5.38874
"7939477",5.10729
"7939492",6.29792
"7939494",3.13935
"7939507",5.01253
"7939524",6.47444
"7939546",6.47815
"7939559",6.18883
"7939569",4.31467
"7939581",3.07715
"7939587",5.32555
"7939590",4.5857
"7939595",5.47176
"7939613",4.82162
"7939620",4.19184
"7939640",3.19715
"7939642",4.64225
"7939657",4.78622
"7939665",6.34144
"7939676",5.54989
"7939699",3.91658
"7939706",3.27615
"7939723",4.53511
"7939738",5.03478
"7939751",4.65508
"7939767",5.64828
"7939805",5.42009
"7939818",5.67774
"7939825",5.76973
"7939835",3.63707
"7939839",6.32763
"7939865",1.89635
"7939867",2.02449
"7939869",2.19399
"7939871",2.16542
"7939873",2.07879
"7939875",1.72819
"7939877",1.77267
"7939879",2.74125
"7939884",3.61532
"7939893",1.90844
"7939897",4.82233
"7939900",2.07888
"7939902",3.77678
"7939910",2.64613
"7939912",2.97317
"7939916",2.11609
"7939918",2.01111
"7939920",2.05068
"7939922",2.62515
"7939924",2.4114
"7939926",1.95154
"7939928",2.48113
"7939930",2.03515
"7939932",2.47151
"7939934",1.97288
"7939936",2.06625
"7939938",2.34794
"7939940",1.82136
"7939942",2.46528
"7939944",1.88205
"7939946",2.38574
"7939948",1.79472
"7939950",2.26062
"7939952",1.96829
"7939954",2.9437
"7939959",1.99558
"7939961",1.86667
"7939963",2.19304
"7939965",2.03115
"7939967",1.86922
"7939969",1.51266
"7939971",2.53098
"7939973",1.76155
"7939975",1.49541
"7939977",2.07027
"7939979",1.69932
"7939981",2.09575
"7939983",2.6295
"7939986",2.26002
"7939988",2.76126
"7939990",2.55793
"7939992",2.94786
"7939994",2.1704
"7939996",3.16281
"7939998",1.89565
"7940000",2.08317
"7940002",3.9879
"7940005",3.62244
"7940018",2.22586
"7940020",2.77205
"7940022",4.47265
"7940026",2.42202
"7940028",8.16115
"7940042",1.93289
"7940044",2.31354
"7940046",5.60877
"7940051",6.79559
"7940066",5.85482
"7940070",4.90535
"7940079",8.0379
"7940103",2.98138
"7940108",2.91093
"7940110",2.05826
"7940112",2.50203
"7940114",1.64611
"7940116",2.80051
"7940118",5.8903
"7940135",3.08925
"7940147",2.3576
"7940153",6.04256
"7940160",4.72683
"7940171",2.3324
"7940173",3.21448
"7940175",2.31802
"7940177",3.07035
"7940182",3.61379
"7940185",1.99693
"7940187",2.00194
"7940189",2.16542
"7940191",5.6054
"7940210",2.05522
"7940216",2.1401
"7940226",3.16768
"7940237",4.59547
"7940253",2.26868
"7940259",4.77108
"7940279",2.11351
"7940287",4.26888
"7940299",2.53733
"7940307",2.33829
"7940315",2.02082
"7940323",3.4791
"7940333",4.31111
"7940341",3.02729
"7940349",4.0492
"7940358",3.28481
"7940372",7.35785
"7940377",4.59026
"7940391",4.2404
"7940409",4.04734
"7940421",3.01991
"7940431",3.18642
"7940441",3.16195
"7940451",4.47423
"7940473",4.99661
"7940479",4.64931
"7940486",7.21933
"7940491",4.08485
"7940493",3.79393
"7940508",3.50164
"7940530",3.75381
"7940561",4.68401
"7940565",6.29262
"7940580",4.51123
"7940582",4.20408
"7940598",3.42204
"7940600",4.85409
"7940622",2.39434
"7940626",2.83277
"7940630",2.64437
"7940636",2.89854
"7940643",5.04349
"7940654",3.55043
"7940660",3.45841
"7940662",3.80239
"7940667",6.52665
"7940669",3.57273
"7940673",2.45385
"7940679",3.4951
"7940688",4.97868
"7940698",4.9306
"7940711",6.36975
"7940717",5.44113
"7940735",1.44863
"7940737",3.14656
"7940749",3.27638
"7940762",4.08308
"7940775",4.46935
"7940781",5.71805
"7940790",4.11283
"7940798",5.52551
"7940822",5.00869
"7940824",4.34519
"7940835",6.46076
"7940840",5.92567
"7940851",4.57995
"7940857",6.55283
"7940869",5.27063
"7940884",5.00962
"7940891",4.41277
"7940904",7.31563
"7940914",5.4969
"7940924",4.70274
"7940959",4.26951
"7940971",3.86501
"7940987",1.46203
"7940989",4.29916
"7940996",6.57923
"7941004",4.51284
"7941039",4.28028
"7941059",3.28456
"7941062",4.42787
"7941074",3.80239
"7941087",5.43115
"7941104",7.06558
"7941111",3.71936
"7941122",6.00264
"7941127",4.42925
"7941136",5.77641
"7941148",4.74169
"7941164",3.91641
"7941170",1.68746
"7941172",3.83233
"7941179",5.26223
"7941203",3.39684
"7941214",4.4003
"7941236",6.17398
"7941243",6.25817
"7941255",4.235
"7941260",3.65067
"7941269",4.49908
"7941272",11.8517
"7941274",5.60449
"7941296",4.75486
"7941302",5.26358
"7941311",5.35437
"7941350",4.79432
"7941364",4.95786
"7941380",3.91782
"7941382",5.60182
"7941401",4.13759
"7941408",2.80797
"7941425",4.59597
"7941444",4.29116
"7941457",4.08374
"7941460",6.80882
"7941469",4.67718
"7941478",5.66007
"7941501",6.57684
"7941505",3.45539
"7941511",6.90999
"7941537",6.02148
"7941563",5.77031
"7941565",4.9246
"7941583",6.7423
"7941587",4.60585
"7941594",4.28986
"7941597",2.05597
"7941599",3.15917
"7941608",3.97782
"7941610",4.19992
"7941621",4.43316
"7941639",4.37304
"7941662",3.48782
"7941685",5.79173
"7941694",6.59771
"7941702",6.65772
"7941707",6.53736
"7941709",6.73354
"7941714",4.1107
"7941732",4.53179
"7941743",4.32505
"7941746",4.13277
"7941749",4.13149
"7941761",4.95589
"7941769",6.59311
"7941795",3.97187
"7941797",5.60826
"7941822",4.54021
"7941843",4.13147
"7941863",4.20749
"7941865",4.88238
"7941879",4.5012
"7941890",4.58844
"7941900",5.21392
"7941917",4.35632
"7941927",5.56374
"7941936",8.36043
"7941946",6.48819
"7941961",4.78504
"7941976",5.19969
"7941985",5.55479
"7942007",4.51686
"7942032",7.14292
"7942061",3.4422
"7942064",3.86558
"7942071",2.58628
"7942073",4.87989
"7942091",5.73962
"7942118",4.40631
"7942123",6.457
"7942135",5.28966
"7942168",4.97397
"7942174",6.79923
"7942204",7.60726
"7942228",4.69133
"7942232",5.38578
"7942255",6.42126
"7942261",3.55453
"7942267",6.34785
"7942274",3.75483
"7942277",1.86808
"7942279",4.59053
"7942284",2.37498
"7942287",1.96173
"7942289",5.74809
"7942300",4.62439
"7942315",4.37146
"7942326",2.81716
"7942328",4.0343
"7942332",2.88094
"7942342",5.3127
"7942372",5.67745
"7942379",1.96842
"7942381",5.28705
"7942400",3.89159
"7942409",3.67806
"7942417",5.14412
"7942439",5.33222
"7942453",3.86253
"7942465",4.45622
"7942476",4.90094
"7942489",3.42902
"7942503",4.81886
"7942520",2.93418
"7942525",2.59181
"7942527",4.39137
"7942542",2.75137
"7942544",4.66317
"7942551",4.33418
"7942553",7.34789
"7942562",4.15994
"7942569",4.90663
"7942586",10.7644
"7942592",6.22242
"7942594",6.09457
"7942596",6.31446
"7942603",2.82079
"7942611",3.03961
"7942613",5.67238
"7942626",6.62695
"7942645",3.94728
"7942647",3.61687
"7942650",4.95469
"7942674",7.11513
"7942679",4.41278
"7942693",2.85728
"7942697",5.06903
"7942715",4.8108
"7942717",3.91992
"7942769",3.18231
"7942771",2.94505
"7942774",2.9639
"7942779",4.73138
"7942781",1.92726
"7942783",4.48893
"7942791",12.3171
"7942793",5.05319
"7942796",2.91982
"7942798",4.05747
"7942809",3.04805
"7942812",1.95077
"7942814",1.22526
"7942816",1.44564
"7942818",1.35258
"7942820",4.17516
"7942822",1.55158
"7942824",10.8751
"7942830",2.38116
"7942832",3.02112
"7942839",7.4403
"7942858",4.86717
"7942875",6.41409
"7942877",3.02885
"7942879",5.08478
"7942889",4.18879
"7942896",2.26027
"7942910",2.04094
"7942912",4.32799
"7942914",5.62637
"7942932",5.7782
"7942941",3.32855
"7942957",5.83568
"7942964",5.9159
"7942983",2.27063
"7942985",2.81964
"7942987",1.52893
"7942989",2.18469
"7942991",2.42454
"7942998",3.1914
"7943019",3.10879
"7943025",2.72171
"7943031",3.21076
"7943036",3.05737
"7943047",2.03189
